I1,P(IPO),P(H),P(L),P(1Day),C1,C2,C3,C4,C5,C6,C7,T1,T2,T3,T4,T5,S1,S2,S3,P(Mid),Y1,Y2,C3_Prime,C5_Prime,C6_Prime,industry,industry_1,industry_2,industry_3,industry_4,industry_5,S1_Prime,S2_Prime,S3_Prime,T3_Prime,T4_Prime,T5_Prime,market_cap
QXM,2.4849066497880004,2.3513346877207577,2.3978952727983707,2.244678783346968,2.772588722239781,True,0.972588826218856,0.030478263714888373,0.3474795206449376,0.3574449522494423,5.787243947072747,6.364750756851911,9.77854771798028,9.654000025882317,2.746267782313725,6.78897174299217,4.804021044733257,4.852030263919617,5.220355825078324,2.4849066497880004,0,0,1,1.3705459541517526,0.0,1.0,1,0,0,0,0,-4.974526673247023,-4.9265174540606615,-4.558191892901954,0.7795056173220327,0.5452081253462336,0.050308764375956036,18.8906844231981
RA,2.70805020110221,2.620741394208897,2.772588722239781,2.395709928531392,4.343805421853684,True,0.6694329500821694,0.005264090092373582,0.34724506376660286,0.3536441421098046,6.231398349929663,6.137727054086234,9.510000421187371,9.365975663507632,2.627439046276727,6.3835066348840055,4.5217885770490405,5.318119993844216,4.499809670330265,2.833213344056216,1,0,1,0.9043456728729526,0.0,3.0,0,0,1,0,0,-4.9882118441383305,-4.191880427343154,-5.010190750857106,0.7497244684433853,0.5049284178216066,0.04387135022973173,19.6146032124248
RACK,2.4849066497880004,2.3513346877207577,2.3978952727983707,2.3020775179631476,4.836281906951478,True,-0.5848035476425731,0.016412267563570677,0.3543422578848717,0.36359022152407217,6.732213090254591,6.638567789166521,9.837561402419961,9.732639917815801,2.728925473211958,6.848005274576363,4.30406509320417,4.927253685157205,5.278114659230517,2.4849066497880004,0,1,0,1.1645354008169952,0.0,1.0,1,0,0,0,0,-5.533496309215791,-4.910307717262756,-4.559446743189444,0.8107115426505429,0.2922223212083002,0.05030976287118137,18.132998671500584
RAIL,2.9444389791664403,2.620741394208897,2.772588722239781,2.7602373547293793,2.995732273553991,True,-1.5549960194685175,-0.013320562632980728,0.35792879346758544,0.36103580229405585,6.178317488321154,6.270988431858299,9.621323560768252,9.53488460916053,2.6597074942754544,6.583409222158765,4.499809670330265,5.214935757608986,5.402677381872279,2.833213344056216,0,1,0,0.38827506503979453,2.274366019525953,1.0,1,0,0,0,0,-5.1215138904379875,-4.406387803159267,-4.218646178895973,0.8412403213127017,0.44781143577960336,0.04793476098919313,18.900015700626984
RBCN,2.6390573296152584,2.4101422641752306,2.4849066497880004,2.596247050925552,4.276666119016055,True,-0.7368062997280772,-0.06729617762554349,0.35464267253123477,0.3630050972219167,3.032642627574088,6.042632833682381,9.288226910633254,9.184099060770956,2.5198420997897464,6.137727054086234,3.970291913552122,5.056245805348308,4.9344739331306915,2.5649493574615367,0,1,0,1.05486505171879,1.9740230337485711,1.0,1,0,0,0,0,-5.3179349970811325,-4.231981105284945,-4.3537529775025625,0.8119993821460754,0.3697564333308885,0.04283071230342276,18.356675413976454
RDYN,2.302585092994046,2.519842099789747,2.6390573296152584,4.6570091560200115,4.430816798843313,True,-1.2966382569741717,-0.022729584801688796,0.35230044435907465,0.36641683208558784,-0.818710403535291,6.246106765481563,9.486986774807699,9.40738632416852,2.594477885291237,6.767343125265392,4.442651256490317,4.919980925828125,5.231108616854587,2.70805020110221,1,1,0,1.7702897842741958,0.0,1.0,1,0,0,0,0,-5.044335518317383,-4.567005848979575,-4.255878157953113,0.8528250081230571,0.34938179796887214,0.0658982331083643,17.622173047734595
REDE,2.6390573296152584,2.519842099789747,2.4849066497880004,2.4412991379673996,4.6443908991413725,False,-3.7572304941387302,-0.012915449239152613,0.36103141329040334,0.3729543546395138,4.021379526411319,5.736572297479192,8.763584409450138,8.659213451436667,2.2330765665867003,5.7430031878094825,3.332204510175204,4.127134385045092,4.61512051684126,2.6390573296152584,0,1,0,1.3521460705427202,0.0,4.0,0,0,0,1,0,-5.431379899274933,-4.636450024405046,-4.148463892608878,0.8116046707743091,0.16000000000000003,0.04877286227919337,17.2430252479438
REGI,2.302585092994046,2.46621207433047,2.5649493574615367,2.1615923601590095,5.220355825078324,True,1.4580997358267116,0.06003589948138698,0.35171584853879345,0.3624040629876783,6.71420815056103,6.759255270663693,10.110420417802356,10.00102252837266,2.871841564940964,6.884486652042782,4.605170185988092,5.1647859739235145,5.44673737166631,2.6390573296152584,1,1,1,1.381105331082235,0.0,1.0,1,0,0,0,0,-5.505250231814265,-4.945634443878841,-4.663683046136046,0.8034857901841017,0.423556343904264,0.039718676315147576,18.09217667698033
REST,2.0794415416798357,2.2239800905693157,2.1972245773362196,2.015709579834214,4.174387269895637,True,-0.7605904921522781,-0.03904801439802518,0.3564056078345363,0.3674560133789501,1.5798031073044096,6.008813185442595,9.316860215353856,9.19370273082316,2.5454319088427737,6.428105272684596,3.970291913552122,4.584967478670572,4.709530201312334,2.302585092994046,1,1,0,1.3383654665762719,0.0,1.0,1,0,0,0,0,-5.346568301801733,-4.7318927366832835,-4.607330014041521,0.7816759823976356,0.4466311296778127,0.05564545127651924,17.281246460764002
REXX,2.3978952727983707,2.3513346877207577,2.3978952727983707,2.1637304160111586,4.48863636973214,False,0.49324241486609405,-0.002117746190072883,0.35119786108393186,0.3600480980214777,3.799346907139907,6.0867747269123065,9.379323364330956,9.266248003914479,2.532798582594292,6.3784261836515865,4.060443010546419,4.787491742782046,5.0689042022202315,2.4849066497880004,1,0,1,1.1655795637227946,0.0,5.0,0,0,0,0,1,-5.318880353784538,-4.591831621548911,-4.310419162110725,0.7975978779892609,0.36,0.04974242040368212,18.475168929236435
RHEO,2.4849066497880004,2.2894284851066633,2.302585092994046,6.557671023461672,4.804021044733257,True,-0.8527018983281597,0.03557985361183929,0.34905134536672544,0.361132544026908,-0.941608539858445,5.834810737062605,9.109525066737367,8.97094039814245,2.434130673734412,5.8888779583328805,3.332204510175204,4.060443010546419,4.31748811353631,2.3978952727983707,0,1,0,1.6036969167906288,2.087064022423232,1.0,1,0,0,0,0,-5.777320556562162,-5.049082056190947,-4.792036953201056,0.7579261411602524,0.3698915905748777,0.03992921137042363,18.428648913601542
RKUS,2.70805020110221,2.46621207433047,2.5649493574615367,2.3052181460292234,3.7376696182833684,True,0.3914867641168864,-0.048669477410061925,0.34521350864860906,0.361132544026908,4.787683391083004,5.991464547107982,9.327234123447681,9.247925132303454,2.521479958225764,6.3561076606958915,3.8501476017100584,4.343805421853684,4.727387818712341,2.6390573296152584,0,0,1,2.1715783067855976,1.9258567855541788,1.0,1,0,0,0,0,-5.477086521737624,-4.983428701593998,-4.599846304735341,0.8533222809361585,0.41280624999999993,0.05124555160142349,18.65179246491575
RLD,2.772588722239781,2.46621207433047,2.5649493574615367,2.692066341585242,4.584967478670572,True,-0.6910423230011183,0.012058316862300132,0.34814263249877475,0.3579492752959716,3.6807212664124727,6.444131256700441,9.674325928896355,9.598388006047278,2.6720847632366675,6.80128303447162,4.6443908991413725,4.9344739331306915,5.424950017481403,2.6390573296152584,0,1,0,1.337909968614001,2.4264275032025866,5.0,0,0,0,0,1,-5.0299350297549825,-4.7398519957656635,-4.249375911414953,0.8590949344520342,0.3348894578671068,0.05652665995975855,19.11382792451231
RLOC,2.5649493574615367,2.6684016487219453,2.833213344056216,2.4651154674511013,5.003946305945459,True,0.7605904921522781,-0.08545458841445729,0.35210767450588243,0.3670942701446358,5.313782167693023,6.240275845170769,9.601909374892236,9.533510237357516,2.648316273313982,6.8308742346461795,4.330733340286331,4.890349128221754,5.0689042022202315,2.8903717578961645,1,1,1,1.873829025907758,0.0,2.0,0,1,0,0,0,-5.2711760346059044,-4.711560246670482,-4.533005172672004,0.8721461420081407,0.4522759139564311,0.0625971743392145,17.807576351065954
RNDY,2.1400661634962708,2.2894284851066633,2.302585092994046,2.080083823051904,4.174387269895637,True,1.0228091217696715,0.04946365377677967,0.3485613786444095,0.3546652449615298,8.253744178822172,6.126869184114185,9.422625179955517,9.332469505209247,2.594477885291237,6.513230110912307,4.653960350157523,4.7535901911063645,4.820281565605037,2.3978952727983707,1,1,1,0.8487744562235445,0.0,4.0,0,0,0,1,0,-4.768664829797993,-4.669034988849152,-4.60234361435048,0.8350101909355369,0.4434745714231232,0.054508693894055806,18.90953957265957
RNET,2.4849066497880004,2.519842099789747,2.6390573296152584,2.323884704422383,4.31748811353631,True,-1.1106405414766722,0.0552387875374565,0.3567708297208271,0.3654989156570514,4.393658718903589,5.87493073085203,9.167432870964907,9.052750451401412,2.4752627487255605,6.102558594613569,3.713572066704308,4.852030263919617,4.59511985013459,2.70805020110221,1,1,0,1.0677824970616694,0.0,3.0,0,0,1,0,0,-5.453860804260598,-4.315402607045289,-4.572313020830316,0.7950384194629556,0.4174031056684762,0.04665970772442589,17.909855120186375
RNOW,1.9459101490553132,2.2239800905693157,2.1972245773362196,1.9129311827723894,4.465908118654584,True,-0.5748897078944829,-0.02780558531861782,0.35175748357031555,0.36352293460539364,3.580152166122156,5.777652323222656,9.019785010255125,8.909775673693389,2.438015986978578,5.863631175598097,3.6375861597263857,3.8918202981106265,4.1588830833596715,2.302585092994046,1,0,0,1.508859243561429,0.0,2.0,0,1,0,0,0,-5.382198850528739,-5.127964712144498,-4.860901926895453,0.8025038125697873,0.4227012623527494,0.04258923169993951,17.601970340417076
ROC,2.995732273553991,2.9624960684073707,3.1354942159291497,2.7144176165949063,5.231108616854587,True,-1.4612287148125611,-0.03451192281812179,0.34548449929274677,0.3542018565926977,7.463649866115706,7.148345743900068,10.441354248613159,10.335821764746314,3.025514421022544,7.555381944240273,5.645446897643238,6.29156913955832,5.8289456176102075,3.1986731175506815,1,0,0,1.2427609555860337,0.0,1.0,1,0,0,0,0,-4.795907350969921,-4.1497851090548385,-4.6124086310029515,0.809721459404264,0.36359383034690085,0.055800508073699885,19.827177799389776
ROLL,2.6741486494265287,2.519842099789747,2.6390573296152584,2.4809214652537817,4.51085950651685,True,0.34199518933533934,-0.006455284788673374,0.3562972840916924,0.36031497750418345,5.232877105631997,6.306275286948016,9.549523217290366,9.443830215344537,2.637980920550051,6.606650186198215,4.672828834461906,4.5217885770490405,5.176149732573829,2.70805020110221,1,1,1,0.5100519395365987,0.0,1.0,1,0,0,0,0,-4.876694382828461,-5.027734640241326,-4.373373484716538,0.8094615512600982,0.3781801108210347,0.052714061832169826,18.718382451786393
ROSG,1.9459101490553132,2.040827550958674,2.0149030205422647,7.601295020853829,5.187385805840755,True,-3.442601241452632,0.014618490285938526,0.35877272580629105,0.3680313706098058,4.592588484196865,5.393627546352362,8.862766742283796,8.756210091886738,2.3126783696051127,6.042632833682381,3.8066624897703196,3.871201010907891,4.343805421853684,2.0794415416798357,1,1,0,1.0995272477431441,0.0,1.0,1,0,0,0,0,-5.056104252513476,-4.991565731375905,-4.518961320430112,0.8080645776713536,0.4836570247933884,0.059597961494903734,17.08317654700191
ROX,2.1972245773362196,2.1544346900318834,2.0794415416798357,2.080083823051904,5.241747015059643,False,-1.1370313651405946,0.027548650055080844,0.3582677163304573,0.3686511666827232,2.370710922041646,6.09807428216624,9.431722372670732,9.322954516345318,2.5279787436604977,6.411818267709897,4.276666119016055,4.927253685157205,4.912654885736052,2.1972245773362196,0,0,0,1.2324385544799272,0.0,1.0,1,0,0,0,0,-5.155056253654676,-4.504468687513527,-4.51906748693468,0.8044988736194294,0.3440020199469764,0.048805898381150827,17.26549810379586
RP,2.3978952727983707,2.46621207433047,2.5649493574615367,2.4396201402843545,4.653960350157523,True,0.7829735282337728,-0.01814470284943303,0.34632585139428934,0.35807584905456263,4.948064613268053,6.406879986069314,9.782223465043089,9.68800210296374,2.709874621094113,6.880384082186005,4.454347296253507,4.709530201312334,5.337538079701318,2.6390573296152584,1,1,1,1.6224489012262366,0.0,2.0,0,1,0,0,0,-5.327876168789581,-5.072693263730755,-4.444685385341771,0.828247940677734,0.42701695912165477,0.05492210431248589,18.723005093141015
RRR,3.091042453358316,2.924017738212866,3.1354942159291497,2.6684016487219453,4.59511985013459,True,1.211918274106038,0.011443570738132758,0.3430349377290078,0.3540483243245529,7.410279339929624,5.8916442118257715,9.187071745036828,9.033722518098907,2.464381858347307,6.095824562432225,3.784189633918261,4.276666119016055,4.382026634673881,3.1780538303479458,1,0,1,1.5996066328319558,0.0,2.0,0,1,0,0,0,-5.402882111118568,-4.910405626020773,-4.805045110362947,0.7358724669444302,0.38289429504593875,0.045445240532241554,19.943107263396836
RRST,2.5257286443082556,2.3513346877207577,2.3978952727983707,1.7133890813751438,3.091042453358316,True,0.6299605249474366,0.023764668193491798,0.3557245645938883,0.3679129432866404,3.4439694735060242,5.953243334287785,9.203315757039219,9.098179005087852,2.5115719278299133,6.154858094016418,3.4965075614664802,4.1588830833596715,4.68213122712422,2.4849066497880004,0,0,1,1.4787475929185645,1.6091489743427165,3.0,0,0,1,0,0,-5.706808195572738,-5.044432673679546,-4.521184529914999,0.8103625783302858,0.42503626243885984,0.04743202416918429,17.676240269004868
RRTS,2.6390573296152584,2.519842099789747,2.6390573296152584,2.395709928531392,6.489204931325317,True,0.21544346900318834,-0.03718971511231524,0.35149540079660735,0.3592528318179117,6.110027278722457,5.655991810819852,9.021960500598263,8.883640232503673,2.445694999324504,6.113682179832232,3.871201010907891,4.465908118654584,4.897839799950911,2.70805020110221,1,0,1,1.0249172830601945,0.0,3.0,0,0,1,0,0,-5.1507594896903734,-4.5560523819436805,-4.124120700647353,0.7583270392504301,0.5598806787617976,0.054569600386333454,18.81548264156904
RST,2.8903717578961645,2.5712815906582356,2.70805020110221,2.9286887336210663,5.3230099791384085,True,0.8793659344316357,0.06424352039413395,0.35423614127896136,0.36359022152407217,5.344150782891209,6.525029657843462,9.686263943732909,9.586170674954657,2.7211616325610177,6.694562058521095,4.31748811353631,4.795790545596741,5.075173815233827,2.772588722239781,0,1,1,1.1787549790355176,2.320794416806389,2.0,0,1,0,0,0,-5.368775830196598,-4.890473398136168,-4.6110901284990815,0.818578043287366,0.3543915171008162,0.05020192606399503,18.538463779608747
RUE,2.9444389791664403,2.620741394208897,2.772588722239781,2.8964681235037206,4.1588830833596715,True,0.724315644344174,-0.003981063940780011,0.35295439202124385,0.3629236561711222,5.6933515950246285,5.8522024797744745,9.35686202463895,9.161045080251306,2.4928828716784346,6.2766434893416445,4.143134726391533,4.276666119016055,4.90527477843843,2.833213344056216,0,1,1,1.2728989166256055,2.274366019525953,4.0,0,0,0,1,0,-5.213727298247417,-5.080195905622895,-4.45158724620052,0.6759515421116782,0.47562425683709875,0.045949214026602174,18.671776393858583
RVBD,2.277267285009756,2.040827550958674,1.9459101490553132,1.9703973444491798,5.0369526024136295,True,-0.5798889997648997,0.029658849885792867,0.3460677137146735,0.3607529727699532,3.1329257027301978,6.042632833682381,9.293761980115255,9.194515821629212,2.521479958225764,6.315358001522335,3.6375861597263857,4.1588830833596715,4.634728988229636,2.0476928433652555,0,0,0,1.9959935551672892,2.9551266447632476,1.0,1,0,0,0,0,-5.656175820388869,-5.134878896755583,-4.65903299188562,0.8199660705384112,0.37265079750170677,0.05087396504139834,18.26752956445819
SAI,2.70805020110221,2.46621207433047,2.5649493574615367,3.7103448022204915,6.008813185442595,True,1.3064765561724592,0.05647474671864434,0.3360594694794219,0.3450973083836583,8.880029117468442,6.584791392385716,9.914823062199874,9.839268980209477,2.8001062204644365,6.974478911025045,4.77912349311153,5.934894195619588,5.572154032177765,2.6390573296152584,0,1,1,1.4696326048520179,1.9258567855541788,2.0,0,1,0,0,0,-5.135699569088344,-3.979928866580286,-4.342669030022109,0.8597546991389323,0.4432175452519765,0.05284753806604706,20.841048872602794
SAVE,2.4849066497880004,2.519842099789747,2.6390573296152584,2.26044526168342,5.5254529391317835,True,1.0033222835420892,-0.01910244342436604,0.3453820022052936,0.35623216257702717,6.660914400866294,6.3473892096560105,9.732461955484025,9.624302610338294,2.684181839446523,6.674561391814426,4.709530201312334,5.318119993844216,4.976733742420574,2.70805020110221,1,0,1,1.526957068253199,0.0,3.0,0,0,1,0,0,-5.022931754171691,-4.414341961639809,-4.755728213063451,0.8054785627675867,0.42901352897335,0.04698623635500712,19.047688122007767
SB,2.9444389791664403,2.8020393306553877,2.995732273553991,2.6637119873067188,2.5649493574615367,True,1.5713656015695996,0.015781590442152996,0.34722602528063856,0.3597196582581332,5.14782581726298,6.455198563340122,9.911455722185305,9.791661737353872,2.751576689498378,6.602587892189336,4.584967478670572,4.787491742782046,4.955827057601261,3.044522437723423,1,0,1,1.6956156086751528,0.0,3.0,0,0,1,0,0,-5.326488243514733,-5.123963979403259,-4.955628664584045,0.7869520423910304,0.46565602626478375,0.036557539682539685,19.06253463012476
SCMP,2.4423470353692043,2.519842099789747,2.6390573296152584,2.305845260013893,6.013715156042802,False,0.8041451517178115,-0.05328217125439354,0.3490563355415706,0.3680313706098058,4.082035785754503,6.52649485957079,9.835797403566177,9.739791459865339,2.7630792101371813,7.001245622069476,4.77912349311153,5.187385805840755,4.882801922586371,2.70805020110221,1,1,1,2.4094541023029987,0.0,1.0,1,0,0,0,0,-5.0566739104546485,-4.648411597725423,-4.952995480979807,0.82529705779574,0.42450089927093676,0.05874485046278958,17.5796134333158
SCOP,1.9459101490553132,2.080083823051904,1.9459101490553132,1.934548033785635,3.2188758248682006,True,-0.6036810736797684,0.0062723650918384095,0.35758077759249757,0.36641683208558784,3.556804143744078,5.924255797414532,9.149528232579426,9.054972284742485,2.441870585789446,6.129050210060545,3.58351893845611,4.343805421853684,4.418840607796598,2.0794415416798357,1,1,0,1.068765188576437,0.0,1.0,1,0,0,0,0,-5.566009294123315,-4.805722810725741,-4.730687624782828,0.8276938861477547,0.32131316308730595,0.0487778958554729,17.26549810379586
SCOR,2.803360380906535,2.519842099789747,2.6390573296152584,2.8631077484163727,4.454347296253507,True,0.5943921952763128,-0.008561623058511695,0.3520420799661682,0.3649959153461363,4.194084310923967,6.113682179832232,9.423110302862831,9.338997404184445,2.5830099248179335,6.525029657843462,3.6109179126442243,4.553876891600541,4.9344739331306915,2.70805020110221,0,1,1,1.6422986031050053,2.1544346900318834,2.0,0,1,0,0,0,-5.812192390218607,-4.86923341126229,-4.48863636973214,0.8451629775715748,0.4317536612107447,0.05512893056341444,18.286577759428884
SCTY,2.0794415416798357,2.46621207433047,2.5649493574615367,2.27599481263888,4.23410650459726,True,0.8434326653017492,0.02303784218787018,0.3452678824090488,0.35860592627512494,4.0868330882715656,6.70808408385307,10.212918885774858,10.069340916622775,2.9033839412636695,7.160845906664299,4.770684624465665,5.308267697401205,5.659482215759621,2.6390573296152584,1,1,1,1.8492008406162814,0.0,3.0,0,0,1,0,0,-5.442234261309194,-4.904651188373653,-4.5534366700152376,0.7503947044353472,0.5349163114730879,0.047260852016291786,18.337299135013314
SDXC,2.833213344056216,2.519842099789747,2.6390573296152584,2.6684016487219453,4.897839799950911,True,-0.9085602964160697,0.016234824406075828,0.3505334234922639,0.3584921988267687,4.716988803144442,6.368187186350492,9.560222295507314,9.44572864970683,2.6220877817820485,6.641182169740591,4.406719247264253,5.488937726156687,4.852030263919617,2.70805020110221,0,1,0,1.0639225259656175,2.371262202993375,3.0,0,0,1,0,0,-5.15350304824306,-4.0712845693506265,-4.708192031587696,0.7953386409216842,0.31076321975703824,0.05398548171118472,19.10545970341322
SEM,2.302585092994046,2.3513346877207577,2.3978952727983707,2.1608787114542087,6.056784013228625,True,0.5192494101851104,0.06540829472830442,0.34044183469298384,0.3513851227465152,7.674785620713423,6.2285110035911835,9.51111140896968,9.406071615680055,2.616681348114868,6.502790045915623,3.828641396489095,5.030437921392435,5.14166355650266,2.4849066497880004,1,1,1,1.64925378818657,0.0,2.0,0,1,0,0,0,-5.682470012480587,-4.480673487577246,-4.3694478524670215,0.8105197369099161,0.40086131437974865,0.049374491080020726,19.519293032620475
SENO,2.0794415416798357,2.1544346900318834,2.1972245773362196,2.0148889105551726,5.730099782973574,True,-0.9830475724915584,0.012283636076088008,0.35654324712550717,0.3646778597044102,3.2390313310717653,6.0014148779611505,9.24319470884713,9.123038043573386,2.496333247859699,6.236369590203704,3.9512437185814275,4.48863636973214,4.700480365792417,2.2512917986064953,1,1,0,1.0020060693673092,0.0,1.0,1,0,0,0,0,-5.291950990265702,-4.75455833911499,-4.542714343054714,0.7863814251381449,0.3588128614841682,0.04944842268240759,17.599700191882537
SFLY,2.70805020110221,2.46621207433047,2.5649493574615367,2.495993593083738,4.5217885770490405,True,1.0714412696907731,0.050890498603735436,0.3531231856766493,0.36422411455207276,4.429649451091307,5.961005339623274,9.2314166975781,9.112837790614945,2.4980495329668133,6.214608098422191,4.060443010546419,4.219507705176107,4.770684624465665,2.6390573296152584,0,1,1,1.4038602087697403,1.9258567855541788,2.0,0,1,0,0,0,-5.17097368703168,-5.011908992401993,-4.4607320731124345,0.7888667840291136,0.39223748538633224,0.04895721139723881,18.28141867661886
SFSF,2.302585092994046,2.1544346900318834,2.0794415416798357,2.3663117455816844,4.812184355372417,True,-0.8662391053409028,-0.08128005421833344,0.3478467544416264,0.35911170608892384,3.4833916192881422,6.202535517187923,9.689365683192376,9.541656481448024,2.6431738550118316,6.733401891837359,3.970291913552122,5.075173815233827,5.220355825078324,2.1972245773362196,0,1,0,1.5282661941739195,2.2314431669405645,2.0,0,1,0,0,0,-5.719073769640254,-4.6141918679585485,-4.469009858114051,0.7442201380125778,0.4764911734334279,0.052028491793124805,18.496715430228363
SGOC,1.6094379124341003,1.9574338205844317,1.791759469228055,1.7156569932214178,3.4657359027997265,False,1.1792737079940734,0.05035909206912913,0.35538796952651674,0.3778716571429404,4.217653045180559,5.739792912179234,9.026177120302856,8.91811465947453,2.439947092282751,5.950642552587727,4.204692619390966,4.0943445622221,4.770684624465665,1.9095425048844386,1,1,1,2.570401392515217,0.0,1.0,1,0,0,0,0,-4.821484500911891,-4.931832558080757,-4.255492495837192,0.805634654371401,0.46030334673959117,0.0461649434960327,15.712630292850124
SGTL,2.70805020110221,2.3513346877207577,2.3978952727983707,2.705339194247595,4.356708826689592,True,-1.1370313651405946,0.061566072144045254,0.3505832766611274,0.3597196582581332,3.431306194432472,5.802118375377063,8.919586920999915,8.810310466357958,2.3650464499470165,5.932245187448011,3.912023005428146,4.276666119016055,4.442651256490317,2.4849066497880004,0,1,0,1.2110419092232074,2.924017738212866,1.0,1,0,0,0,0,-5.00756391557177,-4.64292080198386,-4.4769356645095995,0.8036809561358413,0.27952464836940155,0.050421291962016855,18.82614585206053
SGXP,1.791759469228055,2.3513346877207577,2.3978952727983707,1.8171205928321394,5.0238805208462765,True,-1.5900423231485656,-0.004257339854812438,0.35695585889164294,0.3674560133789501,3.0743585940091807,5.700443573390687,9.000729834944558,8.89604050162011,2.3934607404305672,6.1675164908883415,4.248495242049359,4.3694478524670215,4.672828834461906,2.4849066497880004,1,0,0,1.2669811240522646,0.0,1.0,1,0,0,0,0,-4.752234592895198,-4.631281982477536,-4.327901000482651,0.8110880454936039,0.39534233397836716,0.058823529411764705,16.99356438831222
SHMR,2.6390573296152584,2.46621207433047,2.5649493574615367,2.519842099789747,3.332204510175204,True,0.8879040017426008,-0.0019722692141044486,0.3559854645083775,0.3674560133789501,4.266461450266191,5.971261839790462,9.147294070258548,9.032528630660057,2.462544820811788,6.171700597410915,3.6375861597263857,4.143134726391533,4.700480365792417,2.6390573296152584,0,1,1,1.393228514215306,0.0,1.0,1,0,0,0,0,-5.509707910532161,-5.004159343867014,-4.446813704466131,0.7949064221868624,0.3236216680549771,0.05101714772606241,17.840862248699423
SHO,2.833213344056216,2.7144176165949063,2.8903717578961645,2.5712815906582356,4.709530201312334,True,-0.8921121404456348,0.019104791635377056,0.3546923836238922,0.35388556446342806,6.132751413152331,6.133398042996649,9.251002353695073,9.167745974343763,2.5014645201713286,6.3578422665081,4.04305126783455,5.117993812416755,4.624972813284271,2.9444389791664403,1,0,0,-0.10811445171142635,0.0,2.0,0,1,0,0,0,-5.207951085860522,-4.1330085412783175,-4.626029540410801,0.846612015195595,0.28244267625317027,0.055400864138262125,19.707183855002427
SHOR,2.2512917986064953,2.1897595699439445,2.1400661634962708,2.2989282731210845,4.948759890378168,True,0.46415888336127786,0.024439700422253696,0.3491356453721158,0.36163620011727093,4.120791732236949,6.317164686747284,9.651751606857816,9.494541392591309,2.609843789901817,6.665683717782408,4.1588830833596715,4.852030263919617,5.003946305945459,2.2512917986064953,0,1,1,1.6529317612061283,0.0,1.0,1,0,0,0,0,-5.492868523498144,-4.799721342938199,-4.647805300912357,0.7302119616703548,0.3253528652790992,0.05048556177246125,18.133665116043744
SIRF,2.4849066497880004,2.2894284851066633,2.302585092994046,2.4825450909284825,4.276666119016055,True,0.766309432393553,0.0009722257328841361,0.348713802804582,0.3589583633635987,4.292471115005175,5.823045895483019,8.924789360533357,8.83927669058535,2.341966385846009,6.111467339502679,3.258096538021482,4.394449154672439,4.882801922586371,2.3978952727983707,0,1,1,1.3827621985536755,2.087064022423232,1.0,1,0,0,0,0,-5.666692822511874,-4.5303402058609175,-4.041987437946985,0.8428002167311829,0.23830573159203108,0.060005321979776476,18.698312480550644
SIRT,2.302585092994046,2.2239800905693157,2.1972245773362196,2.207686626639899,4.418840607796598,True,-0.8527018983281597,0.011443570738132758,0.3519362182613221,0.36393587186373255,4.592588484196865,5.771441123130016,9.023890304598448,8.92252495730139,2.3891980816551945,6.12029741895095,3.4011973816621555,4.1588830833596715,4.700480365792417,2.302585092994046,0,1,0,1.5328848920461842,0.0,1.0,1,0,0,0,0,-5.6226929229362925,-4.865007221238776,-4.323409938806032,0.8164980991718414,0.3357498471482225,0.05482588263646222,17.909855120186375
SLCA,2.833213344056216,2.620741394208897,2.772588722239781,2.519842099789747,5.288267030694535,True,0.8291344341849698,0.03966555078328324,0.36073124362296405,0.3584261371673932,5.6889936571827615,5.883322388488279,9.344521553442203,9.217713126305595,2.518198901076918,6.415096959171596,4.0943445622221,4.844187086458591,4.882801922586371,2.833213344056216,0,0,1,-0.2876820441184458,0.0,5.0,0,0,0,0,1,-5.250176991220102,-4.500334466983611,-4.461719630855832,0.7759890619890355,0.504535191378093,0.05342777194823365,19.113827849512308
SLRY,2.3513752571634776,2.1544346900318834,2.0794415416798357,2.320794416806389,4.543294782270004,True,-0.6214465011907717,0.018573387615092914,0.3565258039421192,0.36437240641949814,2.7277874667852418,6.037870919922137,9.315240781801553,9.21253795551967,2.5198420997897464,6.391917113392602,3.6635616461296463,4.532599493153256,4.718498871295094,2.1972245773362196,0,1,0,0.9685553543697838,2.5543647746451774,2.0,0,1,0,0,0,-5.651679135671906,-4.782641288648296,-4.5967419105064575,0.8143169196566238,0.3732947522513543,0.05375472717450027,17.907351989968255
SMA,2.70805020110221,2.46621207433047,2.5649493574615367,2.6495430744870894,5.272999558563747,True,0.5748897078944829,0.02059574803800171,0.35095647119913137,0.36153269287261736,4.804258721403952,5.877735781779639,9.029657471850737,8.902455592206882,2.397685775689723,6.0330862217988015,3.4011973816621555,4.110873864173311,4.812184355372417,2.6390573296152584,0,1,1,1.3817035896352132,1.9258567855541788,1.0,1,0,0,0,0,-5.6284600901885815,-4.918783607677425,-4.2174731164783195,0.7753786724957364,0.2832505551240104,0.04995806876722176,18.60300230074632
SMBI,2.70805020110221,2.46621207433047,2.5649493574615367,2.6509667369146803,4.394449154672439,True,1.1840481475428986,-0.04177256458307564,0.3545016054063548,0.3624040629876783,5.172011237300662,5.973809611869261,9.237371711027214,9.107421317968342,2.464381858347307,6.073044534100405,3.6888794541139363,4.77912349311153,4.30406509320417,2.6390573296152584,0,1,1,1.0017218702033557,1.9258567855541788,2.0,0,1,0,0,0,-5.548492256913277,-4.458248217915684,-4.933306617823043,0.7711280886198215,0.3248709930138751,0.042242554019855945,18.497641785088494
